"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"eta[36]",117.203856536667,117.24318,2.8717628577683,2.85934235999999,112.424127,121.783925,1.00036018706332,5952.9639940086,3786.40556292288
"eta[37]",115.569060836667,115.605825,1.79748071555667,1.69347019799999,112.6086235,118.377699,1.00023064050913,5330.64893299281,4549.89417908747
"eta[38]",110.614131251667,110.611095,2.54358148976788,2.52961212,106.4046015,114.8190595,1.00075713565254,4511.07901067197,4382.77013193721
"eta[39]",107.0248450575,107.048105,2.94224432103707,2.952190185,102.2638895,111.7292675,1.00087283371751,4434.96108432856,4481.84053682493
"eta[40]",110.587355391667,110.612135,2.83140820479393,2.88547318500001,105.905311,115.205717,0.999893812155187,5424.09141823267,4213.27632285247
"eta[41]",109.955782236667,109.93347,2.70996847741545,2.676500715,105.508017,114.5215065,1.00012201856647,5623.40252137606,4249.14262019537
"eta[42]",106.767928893167,106.74645,2.7022826494779,2.618219709,102.307523,111.274939,1.00057364586142,5679.32426245053,3852.92161709623
"eta[43]",99.8623138095,100.00809,3.273224084648,3.1387264692,94.1413565,105.003593,1.00001160331497,4578.17001500587,4035.76260895567
"eta[44]",104.598238844833,104.59071,2.46532252725058,2.457913584,100.546647,108.609547,0.999873301474633,6391.76065869204,4665.05014255475
"eta[45]",113.778166738333,113.775535,1.79356836517263,1.76557644899999,110.8011695,116.7362025,1.00049881874192,6172.21799727434,4229.87120825733
"eta[46]",145.873571033333,145.85267,2.94333549293676,2.919721245,141.0543385,150.703408,0.999577939031566,6504.5876796298,3960.52506076065
"eta[47]",153.5441489,153.588325,2.66430911246829,2.618056623,149.158542,157.916993,1.00031395936593,6512.12873102687,4389.58175708116
"eta[48]",148.352256215,148.32214,2.69264932256718,2.63450607000002,143.981581,152.8367335,0.999919089295374,6073.75569739238,4661.09149339791
"eta[49]",157.107133481667,157.062985,2.64120169903475,2.639939799,152.8823315,161.5353355,0.999746540655816,6790.51896472443,4075.11406715433
"eta[50]",149.403720135,149.39511,2.77209866421021,2.75844401699998,144.840293,153.9184525,1.00014836541987,6642.12979848083,4512.47620286312
"eta[51]",154.295232371667,154.2901,2.54843426280158,2.51578687500001,150.186283,158.513839,0.999799933924336,7168.46599410292,4451.4903476801
"eta[52]",151.74657797,151.71948,2.69365178473239,2.655351426,147.380889,156.25024,0.99988021151532,6531.60152553038,4629.4431679026
"eta[53]",149.813945841667,149.83434,2.86462382433232,2.869883646,145.1065535,154.4696895,1.00031900780102,6911.32452758114,4403.12723831935
"eta[54]",134.983509045,135.010985,2.06600701468377,2.043875295,131.546163,138.2731545,0.99986773845131,5572.28455328316,4061.36243356297
"eta[55]",140.396885821667,140.39197,2.29796161921133,2.261402367,136.619131,144.210621,1.00093404718,6160.32590484921,4808.93228861703
"eta[56]",135.882572148333,135.81589,1.95692158586791,1.89700893900003,132.7100305,139.1815835,1.00058522598384,6279.62392305934,4579.9422074795
"eta[57]",143.45505386,143.448535,1.69137114540192,1.67129050199997,140.6775035,146.2357075,1.00131394827409,6439.50576411192,4480.80563961215
