"site","latitude_top_left","longitude_top_left","latitude_bottom_right","longitude_bottom_right"
"smamCLBJ_040",33.3792265617816,-97.6486842418778,33.3785514369081,-97.6478757581221
"smamCLBJ_041",33.41258943222,-97.6626382418778,33.411914566469,-97.6618297581221
"smamCLBJ_042",33.3720655895756,-97.5965122418778,33.3713904091142,-97.5957037581221
"smamCLBJ_057",33.3747465791704,-97.6427012418778,33.3740714195194,-97.6418927581221
"smamCPER_002",40.8107649601751,-104.731271241878,40.810153038414,-104.730462758122
"smamCPER_004",40.8133969480384,-104.698940241878,40.8127850505507,-104.698131758122
"smamCPER_005",40.8544147588123,-104.727320241878,40.8538032397766,-104.726511758122
"smamCPER_006",40.8138869457789,-104.749155241878,40.8132750528103,-104.748346758122
"smamCPER_008",40.7990870140171,-104.747895241878,40.7984749845721,-104.747086758122
"smamCPER_009",40.8256958913166,-104.747742241878,40.8250841072725,-104.746933758122
"smamCPER_011",40.867885696633,-104.704039241878,40.8672743019557,-104.703230758122
"smamCPER_015",40.8534797631274,-104.743414241878,40.8528682354615,-104.742605758122
"smamDCFS_003",47.2051496326803,-99.1844762418778,47.2046003658979,-99.1836677581222
"smamDCFS_004",47.1705118119555,-99.0521242418779,47.1699621866226,-99.0513157581221
"smamDCFS_006",47.174682790373,-99.0505162418778,47.174133208205,-99.0497077581221
"smamDCFS_009",47.2111356016885,-99.1835782418778,47.2105863968897,-99.1827697581221
"smamDCFS_014",47.1208080690319,-99.0573002418778,47.1202579295459,-99.0564917581221
"smamDCFS_020",47.1694598173987,-99.0552482418778,47.1689101811793,-99.0544397581221
"smamDEJU_001",63.8913488972102,-145.769030241878,63.8909931016628,-145.768221758122
"smamDEJU_003",63.9295936548729,-145.752477241878,63.9292383440012,-145.751668758122
"smamDEJU_005",63.8998488433573,-145.758725241878,63.8994931555159,-145.757916758122
"smamDEJU_006",63.8365582442521,-145.748026241878,63.8362017546192,-145.747217758122
"smamDEJU_014",63.8323262710504,-145.745826241878,63.8319697278207,-145.745017758122
"smamDEJU_017",63.8821989551769,-145.781798241878,63.8818430436958,-145.780989758122
"smamDELA_001",32.5321308129321,-87.8073672418778,32.5314491857748,-87.8065587581221
"smamDELA_002",32.5326658109022,-87.8178082418779,32.5319841878047,-87.8169997581221
"smamDELA_007",32.5387867876759,-87.8033722418779,32.5381052110308,-87.8025637581222
"smamDSNY_001",28.0975606013195,-81.4175792418778,28.0968473974956,-81.4167707581221
"smamDSNY_004",28.099837593753,-81.4018792418779,28.099124405062,-81.4010707581221
"smamDSNY_005",28.0394837941183,-81.3923062418778,28.0387702046984,-81.3914977581221
"smamDSNY_006",28.0932716155702,-81.4012552418778,28.0925583832449,-81.4004467581221
"smamDSNY_009",28.0725806842907,-81.4278112418778,28.071867314525,-81.4270027581221
"smamDSNY_010",28.1176825344348,-81.4360862418778,28.1169694643797,-81.4352777581221
"smamDSNY_016",28.0455927738554,-81.3935052418778,28.0448792249611,-81.3926967581221
"smamDSNY_036",28.0595817274402,-81.3854062418779,28.0588682713759,-81.3845977581221
"smamDSNY_085",28.1241865128064,-81.4396952418778,28.123473486008,-81.4388867581221
"smamGRSM_003",35.6762433766254,-83.4734562418778,35.6755866220235,-83.4726477581221
"smamGRSM_013",35.6837173458694,-83.6368642418778,35.6830606527793,-83.6360557581221
"smamGRSM_014",35.6656494202107,-83.5239822418778,35.6649925784382,-83.5231737581221
"smamGRSM_015",35.7319801471297,-83.4103272418779,35.7313238515182,-83.4095187581221
"smamGRSM_020",35.702581268218,-83.3605952418779,35.7019247304304,-83.3597867581221
"smamGRSM_033",35.6978132878483,-83.5110872418778,35.6971567108002,-83.5102787581221
"smamGRSM_069",35.6803863595774,-83.4895692418778,35.6797296390714,-83.4887607581221
"smamGRSM_070",35.6818433535815,-83.5560632418779,35.6811866450672,-83.5552547581221
"smamGRSM_071",35.7094542399173,-83.3787282418779,35.708797758731,-83.3779197581221
"smamGUAN_002",17.9718035187187,-66.8263012418778,17.9710344804443,-66.8254927581221
"smamGUAN_003",17.97323151561,-66.8631442418778,17.9724624835529,-66.8623357581222
"smamGUAN_004",17.9709095206648,-66.8528142418779,17.9701404784982,-66.8520057581221
"smamGUAN_005",17.9689715248832,-66.8823562418778,17.9682024742799,-66.8815477581221
"smamGUAN_007",17.974010513914,-66.8592742418778,17.9732414852488,-66.8584657581221
"smamGUAN_025",17.9769535075061,-66.8733612418778,17.9761844916566,-66.8725527581221
"smamHARV_001",42.4232414046896,-72.2591252418778,42.4226445938901,-72.2583167581221
"smamHARV_006",42.4022895043913,-72.2551892418778,42.4016924941886,-72.2543807581221
"smamHARV_008",42.4436923073334,-72.2255212418779,42.4430956912462,-72.2247127581222
"smamHARV_010",42.4251893954178,-72.2567802418778,42.4245926031619,-72.2559717581221
"smamHARV_014",42.4715961744363,-72.2643132418778,42.4709998241432,-72.2635047581221
"smamHARV_016",42.4578702398174,-72.2310442418778,42.4572737587622,-72.2302357581221
"smamHARV_021",42.4517582689251,-72.2522042418778,42.4511617296544,-72.2513957581221
"smamHARV_023",42.413277452109,-72.2265982418779,42.4126805464708,-72.2257897581222
"smamHARV_032",42.4619102205754,-72.2289982418778,42.4613137780041,-72.2281897581221
"smamHEAL_002",63.8720520194544,-149.243575241878,63.8716959794179,-149.242766758122
"smamHEAL_010",63.8786719775198,-149.264941241878,63.8783160213528,-149.264132758122
"smamHEAL_014",63.8869249252375,-149.277233241878,63.8865690736353,-149.276424758122
"smamHEAL_016",63.8788579763415,-149.203330241878,63.878502022531,-149.202521758122
"smamHEAL_031",63.8752019995009,-149.239982241878,63.8748459993715,-149.239173758122
"smamHEAL_032",63.8826099525732,-149.269210241878,63.8822540462994,-149.268401758122
"smamHEAL_033",63.8758239955608,-149.257944241878,63.8754680033116,-149.257135758122
"smamHEAL_034",63.8779149823151,-149.186142241878,63.8775590165574,-149.185333758122
"smamJERC_002",31.1960537891086,-84.4597592418779,31.1953622096277,-84.4589507581222
"smamJERC_003",31.1955707908737,-84.4724912418779,31.1948792078626,-84.4716827581222
"smamJERC_005",31.1976427833016,-84.4519992418778,31.1969512154347,-84.4511907581221
"smamJERC_006",31.1886838160389,-84.4548912418778,31.1879921826976,-84.4540827581221
"smamJERC_008",31.1948547934902,-84.4499542418778,31.1941632052461,-84.4491457581221
"smamJERC_009",31.1946247943307,-84.4559932418779,31.1939332044057,-84.4551847581221
"smamJERC_019",31.187676819718,-84.4726172418778,31.1869851790185,-84.4718087581221
"smamJORN_001",32.6060465322002,-106.803765241878,32.6053654665051,-106.802956758122
"smamJORN_007",32.6089385212049,-106.858567241878,32.6082574775004,-106.857758758122
"smamJORN_011",32.6071935278394,-106.795780241878,32.6065124708659,-106.794971758122
"smamJORN_017",32.6081875240603,-106.849121241878,32.607506474645,-106.848312758122
"smamJORN_018",32.6202954780176,-106.846564241878,32.6196145206875,-106.845755758122
"smamJORN_031",32.6057505333255,-106.827830241878,32.6050694653798,-106.827021758122
"smamKONA_001",39.2175381874931,-96.5952742418779,39.2169118111098,-96.5944657581221
"smamKONA_003",39.2169501901161,-96.5996742418778,39.2163238084869,-96.5988657581221
"smamKONA_004",39.1237686053662,-96.6395992418779,39.1231413932376,-96.6387907581221
"smamKONA_006",39.1260195953448,-96.6488442418778,39.125392403259,-96.6480357581221
"smamKONA_013",39.1260895950332,-96.6411322418779,39.1254624035707,-96.6403237581221
"smamKONA_016",39.1215316153249,-96.6403012418779,39.120904383279,-96.6394927581221
"smamKONZ_001",39.0755928197294,-96.5549852418778,39.0749651788749,-96.5541767581221
"smamKONZ_002",39.1193116252073,-96.5451792418779,39.1186843733965,-96.5443707581221
"smamKONZ_003",39.0880217644468,-96.5727012418779,39.0873942341575,-96.5718927581221
"smamKONZ_005",39.0828327875286,-96.5688702418778,39.0822052110757,-96.5680617581221
"smamKONZ_006",39.0704248427117,-96.5892472418778,39.0697971558927,-96.5884387581221
"smamKONZ_008",39.1096936680171,-96.5461342418779,39.1090663305869,-96.5453257581221
"smamKONZ_027",39.1023197008328,-96.5850252418778,39.1016922977713,-96.5842167581221
"smamKONZ_029",39.0983537184801,-96.6028922418778,39.097726280124,-96.6020837581221
"smamLAJA_002",18.0360403786398,-67.0751402418779,18.0352716205206,-67.0743317581221
"smamLAJA_003",18.0257924010196,-67.0803892418778,18.0250235981412,-67.0795807581221
"smamLAJA_005",18.0256934012357,-67.0838112418778,18.0249245979251,-67.0830027581221
"smamLAJA_010",18.0281153959476,-67.0835412418778,18.0273466032131,-67.0827327581221
"smamLAJA_018",18.0337293836876,-67.0734922418778,18.0329606154728,-67.0726837581221
"smamLAJA_023",18.0349203810862,-67.0689812418779,18.0341516180742,-67.0681727581222
"smamLENO_002",31.8080455329414,-88.1930962418779,31.8073584657811,-88.1922877581221
"smamLENO_003",31.8073125356672,-88.1886132418778,31.8066254630554,-88.1878047581221
"smamLENO_006",31.8155775049294,-88.1866402418778,31.814890493793,-88.1858317581221
"smamLENO_008",31.8148725075516,-88.1917452418779,31.8141854911708,-88.1909367581221
"smamLENO_015",31.8168585001646,-88.1933862418779,31.8161714985577,-88.1925777581222
"smamLENO_022",31.8169174999452,-88.2035482418778,31.8162304987771,-88.2027397581221
"smamLENO_031",31.8231344768184,-88.1890742418778,31.8224475219038,-88.1882657581221
"smamMLBS_002",37.372922252345,-80.5233342418779,37.3722797462793,-80.5225257581221
"smamMLBS_003",37.3701442642416,-80.5272852418778,37.3695017343827,-80.5264767581221
"smamMLBS_004",37.4282890150816,-80.5123092418778,37.4276469835419,-80.5115007581222
"smamMLBS_006",37.4285210140868,-80.5646522418779,37.4278789845367,-80.5638437581221
"smamMLBS_008",37.4278390170112,-80.5009632418778,37.4271969816123,-80.5001547581222
"smamMLBS_009",37.3760472389614,-80.5183322418778,37.3754047596627,-80.5175237581222
"smamMOAB_002",38.2095666352148,-109.414964241878,38.2089313633991,-109.414155758122
"smamMOAB_003",38.2602734138056,-109.349392241878,38.2596385848076,-109.348583758122
"smamMOAB_004",38.233258531796,-109.399316241878,38.2326234668176,-109.398507758122
"smamMOAB_006",38.2365555173998,-109.404822241878,38.2359204812137,-109.404013758122
"smamMOAB_007",38.2670203843265,-109.340353241878,38.2663856142867,-109.339544758122
"smamMOAB_008",38.2311975407947,-109.387651241878,38.2305624578189,-109.386842758122
"smamMOAB_009",38.2598714155619,-109.424019241878,38.2592365830514,-109.423210758122
"smamMOAB_025",38.2692293746739,-109.349617241878,38.2685946239392,-109.348808758122
"smamNIWO_001",40.0413434803695,-105.560878241878,40.0407245182258,-105.560069758122
"smamNIWO_002",40.0395994882853,-105.547452241878,40.03898051031,-105.546643758122
"smamNIWO_005",40.0427234741056,-105.570308241878,40.0421045244897,-105.569499758122
"smamNIWO_007",40.0382724943082,-105.564238241878,40.0376535042871,-105.563429758122
"smamNIWO_023",40.055694415221,-105.569750241878,40.0550755833741,-105.568941758122
"smamNIWO_025",40.054652419952,-105.573155241878,40.0540335786432,-105.572346758122
"smamNOGP_002",46.7999407236241,-100.911174241878,46.7993872749527,-100.910365758122
"smamNOGP_005",46.7883417832732,-100.914286241878,46.7877882153035,-100.913477758122
"smamNOGP_007",46.8106916683257,-100.903980241878,46.8101383302511,-100.903171758122
"smamNOGP_009",46.800737719525,-100.914807241878,46.8001842790518,-100.913998758122
"smamNOGP_010",46.7666878946009,-100.917941241878,46.7661341039757,-100.917132758122
"smamNOGP_014",46.8062796910202,-100.903249241878,46.8057263075565,-100.902440758122
"smamNOGP_017",46.7921327637788,-100.919090241878,46.7915792347979,-100.918281758122
"smamOAES_001",35.4141904514574,-99.0591902418779,35.4135315471957,-99.0583817581222
"smamOAES_002",35.4194404299917,-99.0512542418779,35.4187815686613,-99.0504457581221
"smamOAES_003",35.4119964604271,-99.0717102418779,35.411337538226,-99.0709017581221
"smamOAES_004",35.4134954542988,-99.0847722418778,35.4128365443543,-99.0839637581221
"smamOAES_007",35.4197494287282,-99.0562122418779,35.4190905699247,-99.0554037581221
"smamOAES_010",35.3984225159113,-99.0600652418779,35.3977634827421,-99.0592567581221
"smamOAES_029",35.4171404393961,-99.0512122418779,35.416481559257,-99.0504037581222
"smamOAES_030",35.409079472352,-99.0717092418778,35.4084205263011,-99.0709007581221
"smamONAQ_003",40.2065337292878,-112.428897241878,40.2059162693061,-112.428088758122
"smamONAQ_004",40.1868238190391,-112.474487241878,40.1862061795549,-112.473678758122
"smamONAQ_005",40.18106184527,-112.430131241878,40.180444153324,-112.429322758122
"smamONAQ_008",40.1589059461038,-112.520202241878,40.1582880524904,-112.519393758122
"smamONAQ_014",40.2069827272428,-112.447566241878,40.2063652713511,-112.446757758122
"smamONAQ_015",40.1506499836657,-112.479573241878,40.1500320149286,-112.478764758122
"smamONAQ_017",40.1908148008687,-112.517720241878,40.1901971977253,-112.516911758122
"smamONAQ_019",40.1746508744518,-112.481120241878,40.1740331241424,-112.480311758122
"smamONAQ_020",40.1841978309941,-112.437087241878,40.1835801675999,-112.436278758122
"smamONAQ_021",40.1527649740438,-112.542486241878,40.1521470245505,-112.541677758122
"smamONAQ_023",40.1953877800466,-112.505348241878,40.1947702185473,-112.504539758122
"smamORNL_001",35.9312753239947,-84.2720662418779,35.9306206746501,-84.2712577581221
"smamORNL_002",35.9809841180684,-84.2124892418779,35.9803298805756,-84.2116807581221
"smamORNL_003",35.9657521811952,-84.2295832418778,35.965097817449,-84.2287747581221
"smamORNL_004",35.9083664188154,-84.2741812418778,35.9077115798298,-84.2733727581221
"smamORNL_006",35.9384142944356,-84.3258682418778,35.9377597042091,-84.3250597581221
"smamORNL_007",35.9251983491526,-84.3318412418779,35.9245436494923,-84.3310327581221
"smamORNL_027",35.9159903872653,-84.2653022418778,35.9153356113797,-84.2644937581221
"smamORNL_039",35.9352333076072,-84.2473832418778,35.9345786910376,-84.2465747581221
"smamOSBS_002",29.7054471188056,-81.9566532418778,29.7047448799668,-81.9558447581222
"smamOSBS_003",29.6953741540173,-81.9460342418779,29.6946718447553,-81.9452257581221
"smamOSBS_004",29.6833131961642,-81.9585902418778,29.6826108026088,-81.9577817581221
"smamOSBS_005",29.6955111535385,-82.0264402418779,29.6948088452342,-82.0256317581221
"smamOSBS_012",29.7204580663122,-81.9853982418778,29.7197559324598,-81.9845897581221
"smamOSBS_023",29.7238960542862,-81.9848212418778,29.7231939444858,-81.9840127581221
"smamOSBS_063",29.6864881850707,-81.9709972418778,29.6857858137022,-81.9701887581221
"smamOSBS_077",29.679219210467,-82.0177822418778,29.6785167883061,-82.0169737581221
"smamRMNP_003",40.2019927499689,-105.482273241878,40.201375248625,-105.481464758122
"smamRMNP_004",40.188475811518,-105.541123241878,40.187858187076,-105.540314758122
"smamRMNP_005",40.1694578980866,-105.527545241878,40.1688401005076,-105.526736758122
"smamRMNP_009",40.2044147389386,-105.480165241878,40.2037972596553,-105.479356758122
"smamRMNP_013",40.1980127680935,-105.485645241878,40.1973952305005,-105.484836758122
"smamRMNP_014",40.162725928722,-105.533565241878,40.1621080698722,-105.532756758122
"smamSCBI_002",38.8970136123994,-78.1425412418779,38.8963843862068,-78.1417327581221
"smamSCBI_003",38.8846176673087,-78.1218642418779,38.8839883312976,-78.1210557581221
"smamSCBI_004",38.8983576064452,-78.1458232418778,38.897728392161,-78.1450147581221
"smamSCBI_008",38.8867606578171,-78.1468262418778,38.8861313407892,-78.1460177581221
"smamSCBI_016",38.9047775780006,-78.1608602418778,38.9041484206055,-78.1600517581221
"smamSCBI_035",38.8825066766581,-78.1703892418778,38.8818773219482,-78.1695807581221
"smamSCBI_039",38.8952486202186,-78.1669622418778,38.8946193783876,-78.1661537581221
"smamSERC_007",38.8738487149991,-76.5385502418778,38.8732192836074,-76.5377417581221
"smamSERC_008",38.8731327181695,-76.5256742418779,38.872503280437,-76.5248657581221
"smamSERC_011",38.8997546002559,-76.5537212418779,38.8991253983502,-76.5529127581221
"smamSERC_014",38.8750507096766,-76.5416672418778,38.8744212889299,-76.5408587581221
"smamSERC_015",38.8998855996755,-76.5576602418778,38.8992563989306,-76.5568517581221
"smamSERC_016",38.9006825961444,-76.5471352418779,38.9000534024617,-76.5463267581221
"smamSERC_031",38.9032765846513,-76.5394452418778,38.9026474139548,-76.5386367581221
"smamSERC_032",38.895433619399,-76.5409892418779,38.8948043792072,-76.5401807581221
"smamSJER_002",37.081950494311,-119.743046241878,37.0813055043171,-119.742237758122
"smamSJER_006",37.1020284088784,-119.749431241878,37.1013835897494,-119.748622758122
"smamSJER_007",37.1151363530821,-119.752446241878,37.1144916455455,-119.751637758122
"smamSJER_009",37.1172313441628,-119.740351241878,37.1165866544648,-119.739542758122
"smamSJER_010",37.1287702950289,-119.748204241878,37.1281257035986,-119.747395758122
"smamSJER_012",37.0847264825014,-119.715990241878,37.0840815161267,-119.715181758122
"smamSJER_013",37.082918490193,-119.729548241878,37.0822735084351,-119.728739758122
"smamSJER_032",37.0929274476084,-119.745130241878,37.0922825510195,-119.744321758122
"smamSJER_033",37.0818944945492,-119.715523241878,37.0812495040789,-119.714714758122
"smamSOAP_002",37.0302547140969,-119.283312241878,37.0296092845319,-119.282503758122
"smamSOAP_003",37.0354926918394,-119.250193241878,37.0348473067893,-119.249384758122
"smamSOAP_006",37.0266827292735,-119.282605241878,37.0260372693553,-119.281796758122
"smamSOAP_012",37.0316227082842,-119.275618241878,37.0309772903446,-119.274809758122
"smamSOAP_027",37.0294217176362,-119.279374241878,37.0287762809926,-119.278565758122
"smamSRER_002",31.8695083041828,-110.858335241878,31.8688216945383,-110.857526758122
"smamSRER_005",31.8295564529247,-110.825912241878,31.8288695457973,-110.825103758122
"smamSRER_007",31.8989291945412,-110.877007241878,31.8982428041793,-110.876198758122
"smamSRER_008",31.8665933150411,-110.814102241878,31.8659066836802,-110.813293758122
"smamSRER_009",31.8448753959116,-110.836800241878,31.8441886028101,-110.835991758122
"smamSRER_012",31.871645296222,-110.849343241878,31.8709587024991,-110.848534758122
"smamSRER_014",31.8730432910139,-110.886320241878,31.8723567077071,-110.885511758122
"smamSRER_023",31.854578359787,-110.858038241878,31.8538916389345,-110.857229758122
"smamSTEI_001",45.8112497671357,-90.0923892418779,45.8106862314389,-90.0915807581221
"smamSTEI_002",45.7988198300124,-90.0917182418778,45.7982561685621,-90.0909097581221
"smamSTEI_005",45.8272446862061,-90.0848302418778,45.8266813123685,-90.0840217581221
"smamSTEI_012",45.7848849004863,-90.0484592418779,45.7843210980882,-90.0476507581221
"smamSTEI_019",45.8311296665459,-90.0741592418779,45.8305663320287,-90.0733507581221
"smamSTEI_019",45.8302136711814,-90.0730622418778,45.8296503273931,-90.0722537581221
"smamSTEI_022",45.8043238021722,-90.0501912418778,45.8037601964023,-90.0493827581221
"smamSTER_006",40.4627255593691,-103.035861241878,40.4621104392227,-103.035052758122
"smamSTER_026",40.4738585083901,-103.025598241878,40.4732434902016,-103.024789758122
"smamSTER_027",40.4808804762298,-103.021467241878,40.4802655223619,-103.020658758122
"smamSTER_028",40.4738835082756,-103.020459241878,40.4732684903161,-103.019650758122
"smamSTER_029",40.4686615321891,-103.013905241878,40.4680464664027,-103.013096758122
"smamSTER_031",40.4706635230215,-103.014287241878,40.4700484755702,-103.013478758122
"smamTALL_005",32.8970714213837,-87.3991752418778,32.8963925773156,-87.3983667581221
"smamTALL_006",32.8996824113782,-87.4477052418778,32.8990035873211,-87.4468967581221
"smamTALL_010",32.926056310271,-87.4189732418779,32.9253776884278,-87.4181647581222
"smamTALL_012",32.9183823396974,-87.3978072418778,32.9177036590015,-87.3969987581221
"smamTALL_013",32.8847014687772,-87.4532452418779,32.8840225299224,-87.4524367581221
"smamTALL_015",32.9169143453258,-87.4369862418778,32.9162356533731,-87.4361777581221
"smamTALL_024",32.9236233196011,-87.4207002418778,32.9229446790977,-87.4198917581221
"smamTALL_031",32.8993454126696,-87.3878532418778,32.8986665860297,-87.3870447581222
"smamTEAK_001",36.9785319337347,-119.016841241878,36.9778860648949,-119.016032758122
"smamTEAK_003",37.0144957810441,-119.011724241878,37.0138502175849,-119.010915758122
"smamTEAK_004",37.0019408343627,-119.038000241878,37.0012951642665,-119.037191758122
"smamTEAK_007",36.9987818477759,-119.052603241878,36.9981361508533,-119.051794758122
"smamTEAK_010",37.0161217741377,-119.049560241878,37.0154762244913,-119.048751758122
"smamTEAK_032",37.055791605559,-118.982137241878,37.0551463930695,-118.981328758122
"smamTOOL_002",68.6288483094393,-149.344847241878,68.6285536895928,-149.344038758122
"smamTOOL_007",68.6453542009855,-149.359657241878,68.6450597980472,-149.358848758122
"smamTOOL_031",68.6009364928092,-149.504232241878,68.600641506222,-149.503423758122
"smamTOOL_071",68.5992445039237,-149.507851241878,68.5989494951073,-149.507042758122
"smamTOOL_073",68.642398220409,-149.581549241878,68.6421037786236,-149.580740758122
"smamTOOL_076",68.6248623356278,-149.566362241878,68.6245676634042,-149.565553758122
"smamTOOL_077",68.6260533278028,-149.338202241878,68.6257586712292,-149.337393758122
"smamTOOL_078",68.6463111946971,-149.574832241878,68.6460168043357,-149.574023758122
"smamTREE_002",45.493371370945,-89.5666442418778,45.4928046276292,-89.5658357581221
"smamTREE_004",45.4790984427528,-89.5554242418778,45.4785315558214,-89.5546157581221
"smamTREE_016",45.4953653609118,-89.5680552418778,45.4947986376624,-89.5672467581221
"smamTREE_019",45.4949583629597,-89.5725962418779,45.4943916356145,-89.5717877581221
"smamTREE_027",45.493246371574,-89.5571072418779,45.4926796270002,-89.5562987581222
"smamTREE_028",45.4903063863666,-89.5532332418778,45.4897396122076,-89.5524247581221
"smamUKFS_003",39.0524479226361,-95.1896822418778,39.0518200759684,-95.1888737581221
"smamUKFS_004",39.0421589683664,-95.2033092418779,39.0415310302383,-95.2025007581221
"smamUKFS_007",39.0367439924297,-95.2042352418778,39.036116006175,-95.2034267581221
"smamUKFS_009",39.0468559474915,-95.2025742418778,39.0462280511132,-95.2017657581221
"smamUKFS_010",39.0516939259877,-95.1868192418779,39.0510660726169,-95.1860107581221
"smamUKFS_018",39.052299923294,-95.1940192418778,39.0516720753106,-95.1932107581221
"smamUNDE_001",46.2356946121477,-89.5596072418779,46.2351353864276,-89.5587987581221
"smamUNDE_002",46.244576566888,-89.5443472418779,46.2440174316873,-89.5435387581221
"smamUNDE_003",46.2553195121363,-89.5357362418779,46.254760486439,-89.5349277581221
"smamUNDE_008",46.2560725082983,-89.5136002418778,46.2555134902771,-89.5127917581221
"smamUNDE_012",46.2375346027723,-89.5028002418779,46.236975395803,-89.5019917581221
"smamUNDE_020",46.207160757502,-89.4840062418779,46.2066012410732,-89.4831977581222
"smamUNDE_027",46.2114737355357,-89.4917922418778,46.2109142630395,-89.4909837581221
"smamUNDE_032",46.2443155682181,-89.5373492418779,46.2437564303572,-89.5365407581222
"smamWOOD_001",47.1297650227203,-99.2588842418779,47.1292149758576,-99.2580757581221
"smamWOOD_002",47.1354069935452,-99.2325552418779,47.1348570050327,-99.2317467581221
"smamWOOD_003",47.1204350709604,-99.2394702418779,47.1198849276175,-99.2386617581221
"smamWOOD_006",47.1438549498552,-99.2482022418778,47.1433050487228,-99.2473937581221
"smamWOOD_007",47.136405988379,-99.2503022418779,47.1358560101989,-99.2494937581221
"smamWOOD_008",47.1433229526067,-99.2130142418779,47.1427730459713,-99.2122057581221
"smamWOOD_009",47.1457519400437,-99.2350492418778,47.1452020585342,-99.2342407581221
"smamWOOD_010",47.1458299396403,-99.2269032418779,47.1452800589377,-99.2260947581222
"smamWOOD_011",47.128701028222,-99.2646102418778,47.1281509703559,-99.2638017581221
"smamWOOD_013",47.1392449736972,-99.2305442418779,47.1386950248807,-99.2297357581221
"smamWOOD_015",47.1512349116835,-99.2335142418778,47.1506850868944,-99.2327057581221
"smamWREF_001",45.8453995943209,-121.998631241878,45.8448364042537,-121.997822758122
"smamWREF_003",45.8306126691622,-122.017863241878,45.8300493294123,-122.017054758122
"smamWREF_004",45.8238867031983,-121.997466241878,45.8233232953763,-121.996657758122
"smamWREF_005",45.8443665995498,-122.004891241878,45.8438033990248,-122.004082758122
"smamWREF_007",45.8489785762037,-121.990025241878,45.8484154223709,-121.989216758122
"smamWREF_010",45.827741683691,-121.850503241878,45.8271783148835,-121.849694758122
"smamWREF_011",45.8349566471779,-121.981849241878,45.8343933513966,-121.981040758122
"smamWREF_012",45.8420386113335,-121.863261241878,45.841475387241,-121.862452758122
"smamYELL_001",44.918455249414,-110.409118241878,44.91788274916,-110.408309758122
"smamYELL_011",44.9582680510062,-110.589793241878,44.9576959475677,-110.588984758122
"smamYELL_020",44.9440971216431,-110.646988241878,44.9435248769308,-110.646179758122
"smamYELL_023",44.938487149602,-110.631380241878,44.937914848972,-110.630571758122
