year,yday,dayl..s.,prcp..mm.day.,srad..W.m.2.,swe..kg.m.2.,maxTemperature,tmin..deg.c.,vp..Pa.,data,plotID,lat,long,alt,Date
2021,215,50559.83,0,467.73,0,29.35,13.46,573.09,ONAQ,,40.18952,-112.43985,1643,2021-08-03
2021,215,49497.99,0,433.05,0,29.46,17.95,2056.56,ORNL,,35.94923,-84.25018,268,2021-08-03
2021,215,48137.69,17.33,201.73,0,28.32,22.85,2782.88,OSBS,,29.6951,-81.96597,38,2021-08-03
2021,215,50559.83,15.7,220.4,0,18.25,10.19,1243.08,RMNP,,40.18896,-105.51128,2535,2021-08-03
2021,215,50215.24,0,440.87,0,26.64,13.54,1550.88,SCBI,,38.88754,-78.15046,352,2021-08-03
2021,215,50215.24,0,382.98,0,26.36,17.84,2042.02,SERC,,38.89675,-76.5493,26,2021-08-03
2021,215,49772.09,0,517.06,0,40.43,19.23,848.31,SJER,,37.09944,-119.74262,349,2021-08-03
2021,215,49758.18,0,503.53,0,36.19,18.99,835.29,SOAP,,37.03143,-119.26787,1169,2021-08-03
2021,215,52214.58,0,441.16,0,24.54,9.91,1220.31,STEI,,45.80528,-90.07433,516,2021-08-03
2021,215,50636.67,0,479.17,0,32.54,13.48,1212.29,STER,,40.46834,-103.02175,1359,2021-08-03
2021,215,48810.86,0,439.98,0,30.05,19.65,2286.38,TALL,,32.9106,-87.42347,127,2021-08-03
2021,215,49744.29,0,518.7,0,30.85,15.52,660.57,TEAK,,37.00147,-119.02542,2186,2021-08-03
2021,215,52121.55,0,437.95,0,25.45,10.83,1297.22,TREE,,45.49202,-89.56134,464,2021-08-03
2021,215,50259.39,0,481.49,0,28.06,14.36,1635.73,UKFS,,39.0464,-95.19751,325,2021-08-03
2021,215,52346.62,0,433.68,0,26.74,10.6,1277.32,UNDE,,46.23227,-89.51455,523,2021-08-03
2021,215,52656.67,0,433.76,0,32.19,15.64,1406.66,WOOD,,47.13806,-99.23875,578,2021-08-03
2021,215,52233.31,0,399.28,0,31.78,16.19,1469.75,WREF,,45.8379,-121.96269,375,2021-08-03
2021,215,51938.62,0,323.75,0,22.56,11.13,1077.61,YELL,,44.94169,-110.53063,2179,2021-08-03
2021,216,52040.03,0,443.82,0,32.12,14.64,1370.69,ABBY,,45.75956,-122.33283,375,2021-08-04
2021,216,51508.33,0,475.26,0,24.55,9.27,1168.74,BART,,44.04817,-71.29649,373,2021-08-04
2021,216,50153.27,0,432.57,0,28.11,14.52,1652.81,BLAN,,39.08551,-77.95953,142,2021-08-04
2021,216,48814.37,0,432.93,0,32.97,20.44,2401.65,CLBJ,,33.38053,-97.62632,316,2021-08-04
2021,216,52511.6,0,289.77,0,27.82,18.24,1896.84,DCFS,,47.164790000000004,-99.09332,541,2021-08-04
2021,216,48630.37,0,460.78,0,30.38,19.31,2239.83,DELA,,32.5337,-87.80812,31,2021-08-04
2021,216,49324.86,9.46,212.95,0,21.2,15.08,1713.7,GRSM,,35.68602,-83.46191,917,2021-08-04
2021,216,51041.84,0.73,449.76,0,24.17,11.95,1397.42,HARV,,42.4343,-72.23963,231,2021-08-04
2021,216,48355.42,0,374.39,0,30.11,21.57,2574.1,JERC,,31.19434,-84.4576,54,2021-08-04
2021,216,50167.8,0,470.62,0,30.27,15.29,1736.66,KONA,,39.16965,-96.61835,355,2021-08-04
2021,216,50153.27,0,468.98,0,29.47,15.11,1716.19,KONZ,,39.08599,-96.57287,410,2021-08-04
2021,216,48485.87,0,433.21,0,31.59,20.98,2482.11,LENO,,31.81654,-88.19053,18,2021-08-04
2021,216,49728.82,0,450.3,0,22.92,12.97,1493.98,MLBS,,37.40892,-80.52982,1095,2021-08-04
2021,216,49938.33,0,486.8,0,31.27,15.34,1054.98,MOAB,,38.25192,-109.37957,1808,2021-08-04
2021,216,50388.9,3.84,401.91,143.04,14.04,3.85,804.43,NIWO,,40.04561,-105.56333,3334,2021-08-04
2021,216,49272.43,0,459.05,0,30.79,16.77,1909.24,OAES,,35.41374,-99.0586,523,2021-08-04
2021,216,50433.84,0,522.34,0,32.65,13.08,557.95,ONAQ,,40.18952,-112.43985,1643,2021-08-04
2021,216,49390.86,8.39,279.44,0,27.07,18.08,2073.38,ORNL,,35.94923,-84.25018,268,2021-08-04
2021,216,48054.26,4.37,239.59,0,29.59,22.89,2790.15,OSBS,,29.6951,-81.96597,38,2021-08-04
2021,216,50433.84,0,441.48,0,22.05,8.67,1115.7,RMNP,,40.18896,-105.51128,2535,2021-08-04
2021,216,50095.41,0,422.14,0,26.5,14.25,1623.47,SCBI,,38.88754,-78.15046,352,2021-08-04
2021,216,50095.41,0,361.56,0,26.39,18.53,2133.2,SERC,,38.89675,-76.5493,26,2021-08-04
2021,216,49660.13,0,503.21,0,40.84,20.47,920.9,SJER,,37.09944,-119.74262,349,2021-08-04
2021,216,49646.46,0,505,0,37.17,19.65,872.86,SOAP,,37.03143,-119.26787,1169,2021-08-04
2021,216,52058.37,0,431.63,0,26.41,11.87,1389.44,STEI,,45.80528,-90.07433,516,2021-08-04
2021,216,50509.3,1.01,370.19,0,28.47,15.26,1568.99,STER,,40.46834,-103.02175,1359,2021-08-04
2021,216,48715.76,0,471.39,0,30.41,18.76,2163.5,TALL,,32.9106,-87.42347,127,2021-08-04
2021,216,49632.81,0,513.37,0,31.39,16.24,693.87,TEAK,,37.00147,-119.02542,2186,2021-08-04
2021,216,51967.08,0,433.39,0,27.37,12.54,1452.92,TREE,,45.49202,-89.56134,464,2021-08-04
2021,216,50138.77,0,461.95,0,28.44,15.52,1762.86,UKFS,,39.0464,-95.19751,325,2021-08-04
2021,216,52187.95,0,408,0,28.09,12.99,1496.47,UNDE,,46.23227,-89.51455,523,2021-08-04
2021,216,52492.2,0,298.35,0,27.81,17.9,1927.76,WOOD,,47.13806,-99.23875,578,2021-08-04
2021,216,52076.76,0,437.65,0,34,15.64,1333.86,WREF,,45.8379,-121.96269,375,2021-08-04
2021,216,51787.53,0,428.34,0,25.1,8.77,762.34,YELL,,44.94169,-110.53063,2179,2021-08-04
2021,217,51882.06,2.86,235.76,0,24.53,14.24,1622.74,ABBY,,45.75956,-122.33283,375,2021-08-05
2021,217,51360.46,0.6,365.37,0,22.37,12.93,1490.17,BART,,44.04817,-71.29649,373,2021-08-05
2021,217,50030.65,0,486.17,0,30.08,13.24,1477.14,BLAN,,39.08551,-77.95953,142,2021-08-05
2021,217,48716.09,0,414.61,0,33.78,21.76,2604.11,CLBJ,,33.38053,-97.62632,316,2021-08-05
2021,217,52344.55,0,344.03,0,26.76,15.24,1466.34,DCFS,,47.164790000000004,-99.09332,541,2021-08-05
2021,217,48535.4,0,446.63,0,31.29,20.41,2396.67,DELA,,32.5337,-87.80812,31,2021-08-05
2021,217,49217.37,5.62,328.42,0,24.87,14.15,1613,GRSM,,35.68602,-83.46191,917,2021-08-05
2021,217,50902.75,0,397.88,0,23.42,13.41,1537.23,HARV,,42.4343,-72.23963,231,2021-08-05
2021,217,48265.37,0.46,344.03,0,29.14,21.54,2569.8,JERC,,31.19434,-84.4576,54,2021-08-05
2021,217,50044.92,0,439.62,0,32.19,18.28,2100.19,KONA,,39.16965,-96.61835,355,2021-08-05
2021,217,50030.65,0,445.57,0,31.41,17.72,2026.38,KONZ,,39.08599,-96.57287,410,2021-08-05
2021,217,48393.49,0,469.73,0,32.41,19.99,2335.91,LENO,,31.81654,-88.19053,18,2021-08-05
2021,217,49613.97,0,454.21,0,24.7,14.39,1638.4,MLBS,,37.40892,-80.52982,1095,2021-08-05
2021,217,49819.66,0,505.18,0,32.82,15.66,1033.52,MOAB,,38.25192,-109.37957,1808,2021-08-05
2021,217,50261.94,0,653.4,138.7,18.64,4.34,824.17,NIWO,,40.04561,-105.56333,3334,2021-08-05
2021,217,49165.89,0,398.52,0,32.23,20.39,2393.94,OAES,,35.41374,-99.0586,523,2021-08-05
2021,217,50306.05,0,529.66,0,35.61,14.97,636.35,ONAQ,,40.18952,-112.43985,1643,2021-08-05
2021,217,49282.17,0,478.12,0,31.06,17.32,1975.75,ORNL,,35.94923,-84.25018,268,2021-08-05
2021,217,47969.58,3.05,189.5,0,28.39,23.31,2862.25,OSBS,,29.6951,-81.96597,38,2021-08-05
2021,217,50306.05,0,501.21,0,25.43,8.47,1040.9,RMNP,,40.18896,-105.51128,2535,2021-08-05
2021,217,49973.85,0,482.85,0,28.83,13.15,1511.7,SCBI,,38.88754,-78.15046,352,2021-08-05
2021,217,49973.85,0,470.01,0,29.5,17.2,1961.05,SERC,,38.89675,-76.5493,26,2021-08-05
2021,217,49546.54,0,482.37,0,36.69,18.24,794.45,SJER,,37.09944,-119.74262,349,2021-08-05
2021,217,49533.12,0,474.92,0,33.2,17.79,770.65,SOAP,,37.03143,-119.26787,1169,2021-08-05
2021,217,51900.05,3.1,231.03,0,22.8,13.75,1571.64,STEI,,45.80528,-90.07433,516,2021-08-05
2021,217,50380.11,0,482.1,0,33.37,13.77,1235.02,STER,,40.46834,-103.02175,1359,2021-08-05
2021,217,48619.26,0,447.12,0,30.95,20.02,2340.48,TALL,,32.9106,-87.42347,127,2021-08-05
2021,217,49519.72,0,484.89,0,27.22,13.75,584.7,TEAK,,37.00147,-119.02542,2186,2021-08-05
2021,217,51810.5,4.67,269.56,0,25.11,13.98,1595.19,TREE,,45.49202,-89.56134,464,2021-08-05
2021,217,50016.42,1.18,394.07,0,28.87,18.57,2137.7,UKFS,,39.0464,-95.19751,325,2021-08-05
2021,217,52027.14,2.04,192.18,0,23.21,14.87,1690.47,UNDE,,46.23227,-89.51455,523,2021-08-05
2021,217,52325.53,0,348.4,0,26.72,15,1520.17,WOOD,,47.13806,-99.23875,578,2021-08-05
2021,217,51918.08,1.83,326.19,0,26.12,14.61,1445.43,WREF,,45.8379,-121.96269,375,2021-08-05
2021,217,51634.37,7.86,342.98,0,27.47,8.89,877.52,YELL,,44.94169,-110.53063,2179,2021-08-05
2021,218,51722.03,3.11,194.04,0,22.18,14.05,1602.73,ABBY,,45.75956,-122.33283,375,2021-08-06
2021,218,51210.64,0,450.63,0,27.08,12.82,1479.18,BART,,44.04817,-71.29649,373,2021-08-06
2021,218,49906.35,0,488.04,0,32.43,14.72,1601.08,BLAN,,39.08551,-77.95953,142,2021-08-06
2021,218,48616.42,0,430.75,0,34.35,21.53,2567.93,CLBJ,,33.38053,-97.62632,316,2021-08-06
2021,218,52175.38,0,397.6,0,26.82,12.93,1175.57,DCFS,,47.164790000000004,-99.09332,541,2021-08-06
2021,218,48439.08,1.26,367.16,0,29.94,21.77,2606.34,DELA,,32.5337,-87.80812,31,2021-08-06
2021,218,49108.37,0,448.06,0,25.67,14.46,1645.87,GRSM,,35.68602,-83.46191,917,2021-08-06
2021,218,50761.79,0,385.63,0,26.05,16.16,1836.09,HARV,,42.4343,-72.23963,231,2021-08-06
2021,218,48174.04,0,378.32,0,29.48,20.87,2466.28,JERC,,31.19434,-84.4576,54,2021-08-06
2021,218,49920.35,0,446.13,0,34.64,19.54,2271.41,KONA,,39.16965,-96.61835,355,2021-08-06
2021,218,49906.35,0,452.68,0,34.09,19.11,2211.29,KONZ,,39.08599,-96.57287,410,2021-08-06
2021,218,48299.79,0,413.55,0,30.6,20.62,2427.91,LENO,,31.81654,-88.19053,18,2021-08-06
2021,218,49497.54,0,487.95,0,26.17,14.16,1614.43,MLBS,,37.40892,-80.52982,1095,2021-08-06
2021,218,49699.35,0,482.88,0,33.6,17.46,1200.72,MOAB,,38.25192,-109.37957,1808,2021-08-06
2021,218,50133.24,0,609.4,132.92,20.74,7.75,1054.17,NIWO,,40.04561,-105.56333,3334,2021-08-06
2021,218,49057.85,0,466.47,0,35.17,19.51,2267.17,OAES,,35.41374,-99.0586,523,2021-08-06
2021,218,50176.52,0,405.72,0,27.9,14.94,634.77,ONAQ,,40.18952,-112.43985,1643,2021-08-06
2021,218,49171.96,0,450.09,0,30.65,18.14,2080.67,ORNL,,35.94923,-84.25018,268,2021-08-06
2021,218,47883.69,5.82,294.03,0,31.8,22.87,2786.02,OSBS,,29.6951,-81.96597,38,2021-08-06
2021,218,50176.52,1.72,487.04,0,26.8,10.41,1191.18,RMNP,,40.18896,-105.51128,2535,2021-08-06
2021,218,49850.62,0,481.06,0,30.75,14.57,1657.59,SCBI,,38.88754,-78.15046,352,2021-08-06
2021,218,49850.62,0,470.42,0,31.29,18.33,2106,SERC,,38.89675,-76.5493,26,2021-08-06
2021,218,49431.37,0,507.39,0,36.28,16.21,692.46,SJER,,37.09944,-119.74262,349,2021-08-06
2021,218,49418.2,0,489.62,0,32.02,15.97,681.36,SOAP,,37.03143,-119.26787,1169,2021-08-06
2021,218,51739.67,0,310.96,0,25.78,16.22,1842.54,STEI,,45.80528,-90.07433,516,2021-08-06
2021,218,50249.17,0,482.56,0,35.97,15.69,1381.09,STER,,40.46834,-103.02175,1359,2021-08-06
2021,218,48521.38,0,364.28,0,29.87,21.7,2595.33,TALL,,32.9106,-87.42347,127,2021-08-06
2021,218,49405.06,0,518.15,0,26.68,11.71,507.03,TEAK,,37.00147,-119.02542,2186,2021-08-06
2021,218,51651.88,0,334.66,0,26.41,15.92,1807.61,TREE,,45.49202,-89.56134,464,2021-08-06
2021,218,49892.38,0,437.29,0,31.76,19.09,2208.26,UKFS,,39.0464,-95.19751,325,2021-08-06
2021,218,51864.26,0,265.42,0,24.88,16.01,1818.31,UNDE,,46.23227,-89.51455,523,2021-08-06
2021,218,52156.73,0,392.72,0,26.76,13.1,1276.58,WOOD,,47.13806,-99.23875,578,2021-08-06
2021,218,51757.35,1.7,259.05,0,23.51,14.65,1590.7,WREF,,45.8379,-121.96269,375,2021-08-06
2021,218,51479.21,4.45,211.77,0,18.87,9.07,1152.72,YELL,,44.94169,-110.53063,2179,2021-08-06
2021,219,51560.03,1.82,336.24,0,22.75,11.89,1324.97,ABBY,,45.75956,-122.33283,375,2021-08-07
2021,219,51058.93,0,459.53,0,28.16,12.59,1457.66,BART,,44.04817,-71.29649,373,2021-08-07
2021,219,49780.42,0,367.23,0,27.89,16.76,1907.39,BLAN,,39.08551,-77.95953,142,2021-08-07
2021,219,48515.41,0,413.57,0,34.88,22.55,2733.18,CLBJ,,33.38053,-97.62632,316,2021-08-07
2021,219,52004.15,0,395.56,0,29.23,15.02,1330.97,DCFS,,47.164790000000004,-99.09332,541,2021-08-07
2021,219,48341.45,0,437.37,0,31.75,21.03,2490.3,DELA,,32.5337,-87.80812,31,2021-08-07
2021,219,48997.91,11.79,283.89,0,24.39,15.58,1768.89,GRSM,,35.68602,-83.46191,917,2021-08-07
2021,219,50619.02,0,454.06,0,30.04,16.29,1851.36,HARV,,42.4343,-72.23963,231,2021-08-07
2021,219,48081.46,0,419.91,0,32.8,22.27,2686.04,JERC,,31.19434,-84.4576,54,2021-08-07
2021,219,49794.14,14.69,340.42,0,35.82,19.84,2314.46,KONA,,39.16965,-96.61835,355,2021-08-07
2021,219,49780.42,11.24,347.14,0,35.17,19.16,2218.92,KONZ,,39.08599,-96.57287,410,2021-08-07
2021,219,48204.82,0,448.63,0,33.15,21.23,2521.42,LENO,,31.81654,-88.19053,18,2021-08-07
2021,219,49379.56,0,459.91,0,25.37,14.49,1649.57,MLBS,,37.40892,-80.52982,1095,2021-08-07
2021,219,49577.45,0,455.57,0,30.01,15.6,1147.99,MOAB,,38.25192,-109.37957,1808,2021-08-07
2021,219,50002.87,0,289.15,128.02,10.65,5.67,913.54,NIWO,,40.04561,-105.56333,3334,2021-08-07
2021,219,48948.36,0,413.26,0,35.22,22.03,2647.53,OAES,,35.41374,-99.0586,523,2021-08-07
2021,219,50045.3,0,501.83,0,28.56,10.83,476.37,ONAQ,,40.18952,-112.43985,1643,2021-08-07
2021,219,49060.27,0,391.43,0,29.64,19.53,2269.65,ORNL,,35.94923,-84.25018,268,2021-08-07
2021,219,47796.62,0,405.49,0,32,22.57,2735.69,OSBS,,29.6951,-81.96597,38,2021-08-07
2021,219,50045.3,0,345.79,0,18.91,9.29,1170.41,RMNP,,40.18896,-105.51128,2535,2021-08-07
2021,219,49725.78,0,350.69,0,26.47,16.62,1890.24,SCBI,,38.88754,-78.15046,352,2021-08-07
2021,219,49725.78,5.98,241.65,0,26.14,19.19,2223.03,SERC,,38.89675,-76.5493,26,2021-08-07
2021,219,49314.67,0,489.21,0,37.56,18.48,807.35,SJER,,37.09944,-119.74262,349,2021-08-07
2021,219,49301.76,0,495.35,0,33.73,17.16,738.48,SOAP,,37.03143,-119.26787,1169,2021-08-07
2021,219,51577.31,13.03,125.45,0,20.23,15.59,1770.77,STEI,,45.80528,-90.07433,516,2021-08-07
2021,219,50116.52,0,375.41,0,29.44,15.8,1617.37,STER,,40.46834,-103.02175,1359,2021-08-07
2021,219,48422.18,0,441.67,0,31.33,20.43,2400.64,TALL,,32.9106,-87.42347,127,2021-08-07
2021,219,49288.87,0,522.69,0,28.79,13.32,567.69,TEAK,,37.00147,-119.02542,2186,2021-08-07
2021,219,51491.29,15.42,172.92,0,23.07,16.36,1859.42,TREE,,45.49202,-89.56134,464,2021-08-07
2021,219,49766.72,6.49,329.38,0,33.77,20.39,2394.66,UKFS,,39.0464,-95.19751,325,2021-08-07
2021,219,51699.37,12.07,131.02,0,20.15,14.76,1677.76,UNDE,,46.23227,-89.51455,523,2021-08-07
2021,219,51985.88,0,397.04,0,29.28,14.96,1413.76,WOOD,,47.13806,-99.23875,578,2021-08-07
2021,219,51594.63,2.2,236.64,0,24.3,13.19,1488.52,WREF,,45.8379,-121.96269,375,2021-08-07
2021,219,51322.11,0,417.58,0,21.76,6.29,717.81,YELL,,44.94169,-110.53063,2179,2021-08-07
2021,220,51396.11,0,303.24,0,20.2,10.87,1300.57,ABBY,,45.75956,-122.33283,375,2021-08-08
2021,220,50905.4,8.7,315.14,0,28.02,14.73,1674.96,BART,,44.04817,-71.29649,373,2021-08-08
2021,220,49652.9,8.6,358.26,0,32.29,14.79,1681.95,BLAN,,39.08551,-77.95953,142,2021-08-08
2021,220,48413.08,0,386.38,0,35.17,23.73,2935.34,CLBJ,,33.38053,-97.62632,316,2021-08-08
2021,220,51830.93,0,464.18,0,33.23,13.74,1084.58,DCFS,,47.164790000000004,-99.09332,541,2021-08-08
2021,220,48242.56,0,459.74,0,33.07,21.04,2491.28,DELA,,32.5337,-87.80812,31,2021-08-08
2021,220,48886.03,0,494.62,0,27.17,13.28,1524.35,GRSM,,35.68602,-83.46191,917,2021-08-08
2021,220,50474.51,0,404.73,0,28.9,17.54,2003.89,HARV,,42.4343,-72.23963,231,2021-08-08
2021,220,47987.66,0,443.86,0,33.83,22.06,2651.69,JERC,,31.19434,-84.4576,54,2021-08-08
2021,220,49666.35,0,411.66,0,31.69,18.99,2195.52,KONA,,39.16965,-96.61835,355,2021-08-08
2021,220,49652.9,0,421.18,0,31.56,18.74,2161.34,KONZ,,39.08599,-96.57287,410,2021-08-08
2021,220,48108.61,0,463.6,0,34.37,21.33,2536.26,LENO,,31.81654,-88.19053,18,2021-08-08
2021,220,49260.08,0,495.95,0,26.55,13.58,1554.37,MLBS,,37.40892,-80.52982,1095,2021-08-08
2021,220,49454.01,0,535.65,0,32.7,13.58,863.41,MOAB,,38.25192,-109.37957,1808,2021-08-08
2021,220,49870.87,0,517.66,122.17,17.84,7.93,1067.32,NIWO,,40.04561,-105.56333,3334,2021-08-08
2021,220,48837.47,0,392.97,0,34.28,22.09,2657.73,OAES,,35.41374,-99.0586,523,2021-08-08
2021,220,49912.44,0,535.78,0,33.04,12.31,528.96,ONAQ,,40.18952,-112.43985,1643,2021-08-08
2021,220,48947.16,0,456.27,0,31.15,18.07,2071.6,ORNL,,35.94923,-84.25018,268,2021-08-08
2021,220,47708.41,0,434.2,0,33.71,22.87,2785.75,OSBS,,29.6951,-81.96597,38,2021-08-08
2021,220,49912.44,0,462.38,0,25.6,10.81,1237.53,RMNP,,40.18896,-105.51128,2535,2021-08-08
2021,220,49599.36,0,471.84,0,30.21,14.49,1649.3,SCBI,,38.88754,-78.15046,352,2021-08-08
2021,220,49599.36,0,414.08,0,29.88,19.67,2289.92,SERC,,38.89675,-76.5493,26,2021-08-08
2021,220,49196.49,0,481.63,0,38.12,19.42,859.27,SJER,,37.09944,-119.74262,349,2021-08-08
2021,220,49183.84,0,475.36,0,33.47,17.97,780.29,SOAP,,37.03143,-119.26787,1169,2021-08-08
2021,220,51413.03,27.98,170.34,0,23.7,17.24,1966.69,STEI,,45.80528,-90.07433,516,2021-08-08
2021,220,49982.23,0,511.46,0,34.79,12.73,1106.76,STER,,40.46834,-103.02175,1359,2021-08-08
2021,220,48321.7,0,453.99,0,32,20.41,2396.98,TALL,,32.9106,-87.42347,127,2021-08-08
2021,220,49171.2,0,500.33,0,27.86,13.54,576.29,TEAK,,37.00147,-119.02542,2186,2021-08-08
2021,220,51328.81,43.66,180.58,0,24.78,17.73,2028.34,TREE,,45.49202,-89.56134,464,2021-08-08
2021,220,49639.48,5.29,317.34,0,31.47,19.42,2254.42,UKFS,,39.0464,-95.19751,325,2021-08-08
2021,220,51532.54,8.36,188.94,0,24.49,16.43,1868.2,UNDE,,46.23227,-89.51455,523,2021-08-08
2021,220,51813.05,0,470.14,0,33.52,13.41,1141.1,WOOD,,47.13806,-99.23875,578,2021-08-08
2021,220,51429.99,0,274.57,0,20.47,11.46,1297.98,WREF,,45.8379,-121.96269,375,2021-08-08
2021,220,51163.13,7.31,343.88,0,24.6,6.26,786.8,YELL,,44.94169,-110.53063,2179,2021-08-08
2021,221,51230.34,0,445.86,0,26.53,10.11,1027.11,ABBY,,45.75956,-122.33283,375,2021-08-09
2021,221,50750.09,0,299.06,0,24.88,16.85,1918.18,BART,,44.04817,-71.29649,373,2021-08-09
2021,221,49523.86,3.87,345.99,0,33.52,16.48,1874.14,BLAN,,39.08551,-77.95953,142,2021-08-09
2021,221,48309.48,0,381.21,0,35.97,24.5,3073.39,CLBJ,,33.38053,-97.62632,316,2021-08-09
2021,221,51655.8,0,402.04,0,31.8,16.53,1435.91,DCFS,,47.164790000000004,-99.09332,541,2021-08-09
2021,221,48142.43,0,414.95,0,33.53,23.09,2823.57,DELA,,32.5337,-87.80812,31,2021-08-09
2021,221,48772.79,0,469.17,0,28.05,15.13,1718.96,GRSM,,35.68602,-83.46191,917,2021-08-09
2021,221,50328.31,0,335.34,0,28.14,19.29,2237.04,HARV,,42.4343,-72.23963,231,2021-08-09
2021,221,47892.7,0,444.66,0,34.29,22.3,2691.62,JERC,,31.19434,-84.4576,54,2021-08-09
2021,221,49537.02,11.54,315.42,0,35.07,21.02,2488.43,KONA,,39.16965,-96.61835,355,2021-08-09
2021,221,49523.86,12.4,320.57,0,34.39,20.45,2402.57,KONZ,,39.08599,-96.57287,410,2021-08-09
2021,221,48011.19,0,433.17,0,34.51,22.65,2750.05,LENO,,31.81654,-88.19053,18,2021-08-09
2021,221,49139.15,0,502.45,0,27.16,13.55,1551.88,MLBS,,37.40892,-80.52982,1095,2021-08-09
2021,221,49329.08,0,500.29,0,33.57,16.39,1096.1,MOAB,,38.25192,-109.37957,1808,2021-08-09
2021,221,49737.3,0,552.74,116.07,19.51,8.52,1110.88,NIWO,,40.04561,-105.56333,3334,2021-08-09
2021,221,48725.22,0,404.94,0,37.16,23.7,2929.29,OAES,,35.41374,-99.0586,523,2021-08-09
2021,221,49778,0,487.93,0,30.09,12.95,553.07,ONAQ,,40.18952,-112.43985,1643,2021-08-09
2021,221,48832.66,3.59,337.83,0,32.71,19.35,2244.87,ORNL,,35.94923,-84.25018,268,2021-08-09
2021,221,47619.08,0,430.27,0,33.76,23,2808.53,OSBS,,29.6951,-81.96597,38,2021-08-09
2021,221,49778,0,476.14,0,27.07,11.36,1220.62,RMNP,,40.18896,-105.51128,2535,2021-08-09
2021,221,49471.43,22.12,340.08,0,31.09,15.97,1814.34,SCBI,,38.88754,-78.15046,352,2021-08-09
2021,221,49471.43,21.62,305.66,0,31.2,20.86,2464.06,SERC,,38.89675,-76.5493,26,2021-08-09
2021,221,49076.87,0,488.73,0,38.17,18.97,833.76,SJER,,37.09944,-119.74262,349,2021-08-09
2021,221,49064.48,0,484.75,0,33.7,17.66,764.08,SOAP,,37.03143,-119.26787,1169,2021-08-09
2021,221,51246.9,0,280.64,0,26.26,18.07,2071.58,STEI,,45.80528,-90.07433,516,2021-08-09
2021,221,49846.33,0,490.82,0,36.06,15.23,1243.24,STER,,40.46834,-103.02175,1359,2021-08-09
2021,221,48219.96,0,417.09,0,32.72,22.34,2698.01,TALL,,32.9106,-87.42347,127,2021-08-09
2021,221,49052.1,0,494.42,0,28.02,13.96,593.4,TEAK,,37.00147,-119.02542,2186,2021-08-09
2021,221,51164.48,0,285.06,0,26.6,18.07,2071.96,TREE,,45.49202,-89.56134,464,2021-08-09
2021,221,49510.72,0,411.83,0,34.08,21.74,2601.86,UKFS,,39.0464,-95.19751,325,2021-08-09
2021,221,51363.85,0,292.6,0,27.26,17.65,2017.39,UNDE,,46.23227,-89.51455,523,2021-08-09
2021,221,51638.3,0,407.39,0,31.96,16.32,1505.78,WOOD,,47.13806,-99.23875,578,2021-08-09
2021,221,51263.49,0,471.96,0,28.29,8.8,789.64,WREF,,45.8379,-121.96269,375,2021-08-09
2021,221,51002.35,0,419.02,0,19.95,4.52,662.91,YELL,,44.94169,-110.53063,2179,2021-08-09
2021,222,51062.79,0,452.36,0,30.58,12.78,1187.37,ABBY,,45.75956,-122.33283,375,2021-08-10
2021,222,50593.09,0.78,367.17,0,26.83,16.26,1847.35,BART,,44.04817,-71.29649,373,2021-08-10
2021,222,49393.33,6.7,329.53,0,34.91,18.62,2144.11,BLAN,,39.08551,-77.95953,142,2021-08-10
2021,222,48204.66,0,377.27,0,35.95,24.63,3096.85,CLBJ,,33.38053,-97.62632,316,2021-08-10
2021,222,51478.82,0,455.87,0,31.76,12.98,1059.86,DCFS,,47.164790000000004,-99.09332,541,2021-08-10
2021,222,48041.1,0,423.17,0,34.29,23.31,2861.49,DELA,,32.5337,-87.80812,31,2021-08-10
2021,222,48658.21,3.03,327.58,0,28.73,16.88,1922.23,GRSM,,35.68602,-83.46191,917,2021-08-10
2021,222,50180.48,0,288.46,0,26.55,19.27,2233.24,HARV,,42.4343,-72.23963,231,2021-08-10
2021,222,47796.59,6.1,325.39,0,34.61,22.94,2797.84,JERC,,31.19434,-84.4576,54,2021-08-10
2021,222,49406.22,1.81,324.26,0,32.63,22.87,2786.33,KONA,,39.16965,-96.61835,355,2021-08-10
2021,222,49393.33,6.75,237.24,0,31.89,22.69,2756.25,KONZ,,39.08599,-96.57287,410,2021-08-10
2021,222,47912.61,0,420.51,0,35.15,23.53,2899.1,LENO,,31.81654,-88.19053,18,2021-08-10
2021,222,49016.82,0,455.91,0,28.51,16.82,1914.82,MLBS,,37.40892,-80.52982,1095,2021-08-10
2021,222,49202.71,0,512.81,0,33.86,15.86,1037.05,MOAB,,38.25192,-109.37957,1808,2021-08-10
2021,222,49602.21,0,537.56,109.88,19.28,8.73,1126.84,NIWO,,40.04561,-105.56333,3334,2021-08-10
2021,222,48611.64,0,360.73,0,36.14,24.66,3102.62,OAES,,35.41374,-99.0586,523,2021-08-10
2021,222,49642.04,0,493.12,0,30.53,13.08,558.25,ONAQ,,40.18952,-112.43985,1643,2021-08-10
2021,222,48716.82,0,449.54,0,32.83,19.37,2247.89,ORNL,,35.94923,-84.25018,268,2021-08-10
2021,222,47528.68,0,419.41,0,33.71,23.32,2863.77,OSBS,,29.6951,-81.96597,38,2021-08-10
2021,222,49642.04,0,467.62,0,26.35,11.2,1202.73,RMNP,,40.18896,-105.51128,2535,2021-08-10
2021,222,49342.02,10.03,339.48,0,33.31,17.51,2000.54,SCBI,,38.88754,-78.15046,352,2021-08-10
